date,store_id,product_id,stock_quantity
2026-06-05,S002,P002,67
2026-06-05,S002,P003,75
2026-06-05,S002,P004,59
2026-06-05,S002,P014,87
2026-06-05,S002,P015,92
2026-06-05,S002,P005,69
2026-06-05,S002,P006,80
2026-06-05,S002,P007,69
2026-06-05,S002,P008,86
2026-06-05,S002,P016,69
2026-06-05,S002,P009,52
2026-06-05,S002,P010,50
2026-06-05,S002,P011,46
2026-06-05,S002,P012,100
2026-06-05,S002,P017,34
2026-06-05,S002,P013,81
2026-06-05,S002,P018,53
2026-06-05,S002,P020,40
2026-06-05,S002,P021,83
2026-06-05,S002,P022,53
2026-06-05,S002,P019,32
2026-06-05,S002,P023,54
2026-06-05,S002,P024,96
2026-06-05,S002,P025,57
2026-06-05,S002,P026,79
2026-06-05,S002,P027,57
2026-06-05,S002,P028,94
2026-06-05,S002,P029,96
2026-06-05,S002,P030,78
2026-06-05,S002,P031,62
2026-06-05,S002,P032,69
2026-06-05,S003,P001,50
2026-06-05,S003,P002,102
2026-06-05,S003,P003,70
2026-06-05,S003,P004,44
2026-06-05,S003,P014,78
2026-06-05,S003,P015,59
2026-06-05,S003,P005,80
2026-06-05,S003,P006,68
2026-06-05,S003,P007,71
2026-06-05,S003,P008,86
2026-06-05,S003,P016,85
2026-06-05,S003,P009,52
2026-06-05,S003,P010,60
2026-06-05,S003,P011,46
2026-06-05,S003,P012,67
2026-06-05,S003,P017,34
2026-06-05,S003,P013,40
2026-06-05,S003,P018,70
2026-06-05,S003,P020,45
2026-06-05,S003,P021,89
2026-06-05,S003,P022,46
2026-06-05,S003,P019,41
2026-06-05,S003,P023,93
2026-06-05,S003,P024,56
2026-06-05,S003,P025,96
2026-06-05,S003,P026,50
2026-06-05,S003,P027,35
2026-06-05,S003,P028,53
2026-06-05,S003,P029,67
2026-06-05,S003,P030,79
2026-06-05,S003,P031,92
2026-06-05,S003,P032,61
2026-06-06,S001,P001,71
2026-06-06,S001,P002,45
2026-06-06,S001,P003,34
2026-06-06,S001,P004,86
2026-06-06,S001,P014,53
2026-06-06,S001,P015,51
2026-06-06,S001,P005,94
2026-06-06,S001,P006,22
2026-06-06,S001,P007,66
2026-06-06,S001,P008,404
2026-06-06,S001,P016,51
2026-06-06,S001,P009,59
2026-06-06,S001,P010,69
2026-06-06,S001,P011,40
2026-06-06,S001,P012,58
2026-06-06,S001,P017,46
2026-06-06,S001,P013,48
2026-06-06,S001,P018,86
2026-06-06,S001,P020,24
2026-06-06,S001,P021,75
2026-06-06,S001,P022,36
2026-06-06,S001,P019,46
2026-06-06,S001,P023,61
2026-06-06,S001,P024,74
2026-06-06,S001,P025,35
2026-06-06,S001,P026,59
2026-06-06,S001,P027,41
2026-06-06,S001,P028,67
2026-06-06,S001,P029,69
2026-06-06,S001,P030,82
2026-06-06,S001,P031,67
2026-06-06,S001,P032,53
2026-06-06,S002,P001,50
2026-06-06,S002,P002,66
2026-06-06,S002,P003,70
2026-06-06,S002,P004,58
2026-06-06,S002,P014,85
2026-06-06,S002,P015,90
2026-06-06,S002,P005,65
2026-06-06,S002,P006,66
2026-06-06,S002,P007,61
2026-06-06,S002,P008,82
2026-06-06,S002,P016,63
2026-06-06,S002,P009,45
2026-06-06,S002,P010,46
2026-06-06,S002,P011,43
2026-06-06,S002,P012,89
2026-06-06,S002,P017,26
2026-06-06,S002,P013,77
2026-06-06,S002,P018,51
2026-06-06,S002,P020,35
2026-06-06,S002,P021,75
2026-06-06,S002,P022,51
2026-06-06,S002,P019,85
2026-06-06,S002,P023,51
2026-06-06,S002,P024,91
2026-06-06,S002,P025,53
2026-06-06,S002,P026,72
2026-06-06,S002,P027,52
2026-06-06,S002,P028,90
2026-06-06,S002,P029,91
2026-06-06,S002,P030,74
2026-06-06,S002,P031,58
2026-06-06,S002,P032,68
2026-06-06,S003,P001,46
2026-06-06,S003,P002,99
2026-06-06,S003,P003,64
2026-06-06,S003,P004,43
2026-06-06,S003,P014,76
2026-06-06,S003,P015,58
2026-06-06,S003,P005,74
2026-06-06,S003,P006,64
2026-06-06,S003,P007,65
2026-06-06,S003,P008,78
2026-06-06,S003,P016,79
2026-06-06,S003,P009,45
2026-06-06,S003,P010,55
2026-06-06,S003,P011,43
2026-06-06,S003,P012,63
2026-06-06,S003,P017,33
2026-06-06,S003,P013,37
2026-06-06,S003,P018,64
2026-06-06,S003,P020,40
2026-06-06,S003,P021,86
2026-06-06,S003,P022,39
2026-06-06,S003,P019,39
2026-06-06,S003,P023,93
2026-06-06,S003,P024,52
2026-06-06,S003,P025,94
2026-06-06,S003,P026,50
2026-06-06,S003,P027,35
2026-06-06,S003,P028,48
2026-06-06,S003,P029,63
2026-06-06,S003,P030,77
2026-06-06,S003,P031,87
2026-06-06,S003,P032,58
2026-06-07,S001,P001,69
2026-06-07,S001,P002,44
2026-06-07,S001,P003,32
2026-06-07,S001,P004,84
2026-06-07,S001,P014,50
2026-06-07,S001,P015,46
2026-06-07,S001,P005,87
2026-06-07,S001,P006,59
2026-06-07,S001,P007,64
2026-06-07,S001,P008,399
2026-06-07,S001,P016,45
2026-06-07,S001,P009,48
2026-06-07,S001,P010,62
2026-06-07,S001,P011,30
2026-06-07,S001,P012,54
2026-06-07,S001,P017,37
2026-06-07,S001,P013,45
2026-06-07,S001,P018,80
2026-06-07,S001,P020,73
2026-06-07,S001,P021,64
2026-06-07,S001,P022,89
2026-06-07,S001,P019,46
2026-06-07,S001,P023,61
2026-06-07,S001,P024,70
2026-06-07,S001,P025,31
2026-06-07,S001,P026,58
2026-06-07,S001,P027,37
2026-06-07,S001,P028,63
2026-06-07,S001,P029,61
2026-06-07,S001,P030,78
2026-06-07,S001,P031,65
2026-06-07,S001,P032,52
2026-06-07,S002,P001,46
2026-06-07,S002,P002,63
2026-06-07,S002,P003,65
2026-06-07,S002,P004,56
2026-06-07,S002,P014,83
2026-06-07,S002,P015,88
2026-06-07,S002,P005,56
2026-06-07,S002,P006,61
2026-06-07,S002,P007,59
2026-06-07,S002,P008,77
2026-06-07,S002,P016,61
2026-06-07,S002,P009,34
2026-06-07,S002,P010,36
2026-06-07,S002,P011,38
2026-06-07,S002,P012,82
2026-06-07,S002,P017,59
2026-06-07,S002,P013,68
2026-06-07,S002,P018,48
2026-06-07,S002,P020,33
2026-06-07,S002,P021,68
2026-06-07,S002,P022,44
2026-06-07,S002,P019,82
2026-06-07,S002,P023,44
2026-06-07,S002,P024,91
2026-06-07,S002,P025,51
2026-06-07,S002,P026,70
2026-06-07,S002,P027,48
2026-06-07,S002,P028,86
2026-06-07,S002,P029,90
2026-06-07,S002,P030,69
2026-06-07,S002,P031,56
2026-06-07,S002,P032,65
2026-06-07,S003,P001,45
2026-06-07,S003,P002,98
2026-06-07,S003,P003,61
2026-06-07,S003,P004,41
2026-06-07,S003,P014,75
2026-06-07,S003,P015,57
2026-06-07,S003,P005,70
2026-06-07,S003,P006,58
2026-06-07,S003,P007,62
2026-06-07,S003,P008,71
2026-06-07,S003,P016,71
2026-06-07,S003,P009,43
2026-06-07,S003,P010,48
2026-06-07,S003,P011,41
2026-06-07,S003,P012,57
2026-06-07,S003,P017,27
2026-06-07,S003,P013,35
2026-06-07,S003,P018,62
2026-06-07,S003,P020,39
2026-06-07,S003,P021,82
2026-06-07,S003,P022,86
2026-06-07,S003,P019,38
2026-06-07,S003,P023,89
2026-06-07,S003,P024,47
2026-06-07,S003,P025,89
2026-06-07,S003,P026,47
2026-06-07,S003,P027,35
2026-06-07,S003,P028,46
2026-06-07,S003,P029,60
2026-06-07,S003,P030,74
2026-06-07,S003,P031,86
2026-06-07,S003,P032,53
2026-06-08,S001,P001,68
2026-06-08,S001,P002,42
2026-06-08,S001,P003,25
2026-06-08,S001,P004,80
2026-06-08,S001,P014,47
2026-06-08,S001,P015,40
2026-06-08,S001,P005,82
2026-06-08,S001,P006,58
2026-06-08,S001,P007,59
2026-06-08,S001,P008,395
2026-06-08,S001,P016,41
2026-06-08,S001,P009,41
2026-06-08,S001,P010,53
2026-06-08,S001,P011,88
2026-06-08,S001,P012,49
2026-06-08,S001,P017,31
2026-06-08,S001,P013,45
2026-06-08,S001,P018,71
2026-06-08,S001,P020,69
2026-06-08,S001,P021,61
2026-06-08,S001,P022,85
2026-06-08,S001,P019,44
2026-06-08,S001,P023,56
2026-06-08,S001,P024,68
2026-06-08,S001,P025,26
2026-06-08,S001,P026,55
2026-06-08,S001,P027,34
2026-06-08,S001,P028,57
2026-06-08,S001,P029,57
2026-06-08,S001,P030,69
2026-06-08,S001,P031,62
2026-06-08,S001,P032,50
2026-06-08,S002,P001,43
2026-06-08,S002,P002,63
2026-06-08,S002,P003,62
2026-06-08,S002,P004,54
2026-06-08,S002,P014,79
2026-06-08,S002,P015,87
2026-06-08,S002,P005,49
2026-06-08,S002,P006,57
2026-06-08,S002,P007,56
2026-06-08,S002,P008,74
2026-06-08,S002,P016,52
2026-06-08,S002,P009,74
2026-06-08,S002,P010,34
2026-06-08,S002,P011,36
2026-06-08,S002,P012,78
2026-06-08,S002,P017,53
2026-06-08,S002,P013,60
2026-06-08,S002,P018,43
2026-06-08,S002,P020,26
2026-06-08,S002,P021,63
2026-06-08,S002,P022,39
2026-06-08,S002,P019,78
2026-06-08,S002,P023,41
2026-06-08,S002,P024,84
2026-06-08,S002,P025,50
2026-06-08,S002,P026,66
2026-06-08,S002,P027,47
2026-06-08,S002,P028,86
2026-06-08,S002,P029,89
2026-06-08,S002,P030,64
2026-06-08,S002,P031,53
2026-06-08,S002,P032,63
2026-06-08,S003,P001,41
2026-06-08,S003,P002,98
2026-06-08,S003,P003,60
2026-06-08,S003,P004,37
2026-06-08,S003,P014,74
2026-06-08,S003,P015,57
2026-06-08,S003,P005,67
2026-06-08,S003,P006,53
2026-06-08,S003,P007,58
2026-06-08,S003,P008,69
2026-06-08,S003,P016,69
2026-06-08,S003,P009,39
2026-06-08,S003,P010,46
2026-06-08,S003,P011,36
2026-06-08,S003,P012,54
2026-06-08,S003,P017,24
2026-06-08,S003,P013,75
2026-06-08,S003,P018,56
2026-06-08,S003,P020,36
2026-06-08,S003,P021,77
2026-06-08,S003,P022,84
2026-06-08,S003,P019,36
2026-06-08,S003,P023,86
2026-06-08,S003,P024,45
2026-06-08,S003,P025,88
2026-06-08,S003,P026,46
2026-06-08,S003,P027,35
2026-06-08,S003,P028,45
2026-06-08,S003,P029,58
2026-06-08,S003,P030,71
2026-06-08,S003,P031,83
2026-06-08,S003,P032,50
2026-06-09,S001,P001,66
2026-06-09,S001,P002,40
2026-06-09,S001,P003,25
2026-06-09,S001,P004,76
2026-06-09,S001,P014,45
2026-06-09,S001,P015,38
2026-06-09,S001,P005,75
2026-06-09,S001,P006,50
2026-06-09,S001,P007,52
2026-06-09,S001,P008,393
2026-06-09,S001,P016,38
2026-06-09,S001,P009,38
2026-06-09,S001,P010,46
2026-06-09,S001,P011,82
2026-06-09,S001,P012,45
2026-06-09,S001,P017,26
2026-06-09,S001,P013,37
2026-06-09,S001,P018,70
2026-06-09,S001,P020,63
2026-06-09,S001,P021,110
2026-06-09,S001,P022,82
2026-06-09,S001,P019,42
2026-06-09,S001,P023,52
2026-06-09,S001,P024,61
2026-06-09,S001,P025,26
2026-06-09,S001,P026,52
2026-06-09,S001,P027,28
2026-06-09,S001,P028,55
2026-06-09,S001,P029,53
2026-06-09,S001,P030,65
2026-06-09,S001,P031,59
2026-06-09,S001,P032,42
2026-06-09,S002,P001,43
2026-06-09,S002,P002,61
2026-06-09,S002,P003,60
2026-06-09,S002,P004,52
2026-06-09,S002,P014,77
2026-06-09,S002,P015,85
2026-06-09,S002,P005,43
2026-06-09,S002,P006,53
2026-06-09,S002,P007,51
2026-06-09,S002,P008,67
2026-06-09,S002,P016,49
2026-06-09,S002,P009,67
2026-06-09,S002,P010,29
2026-06-09,S002,P011,29
2026-06-09,S002,P012,73
2026-06-09,S002,P017,46
2026-06-09,S002,P013,58
2026-06-09,S002,P018,40
2026-06-09,S002,P020,25
2026-06-09,S002,P021,61
2026-06-09,S002,P022,36
2026-06-09,S002,P019,69
2026-06-09,S002,P023,36
2026-06-09,S002,P024,82
2026-06-09,S002,P025,46
2026-06-09,S002,P026,63
2026-06-09,S002,P027,45
2026-06-09,S002,P028,85
2026-06-09,S002,P029,83
2026-06-09,S002,P030,59
2026-06-09,S002,P031,50
2026-06-09,S002,P032,60
2026-06-09,S003,P001,40
2026-06-09,S003,P002,97
2026-06-09,S003,P003,60
2026-06-09,S003,P004,34
2026-06-09,S003,P014,73
2026-06-09,S003,P015,57
2026-06-09,S003,P005,63
2026-06-09,S003,P006,47
2026-06-09,S003,P007,57
2026-06-09,S003,P008,67
2026-06-09,S003,P016,68
2026-06-09,S003,P009,37
2026-06-09,S003,P010,40
2026-06-09,S003,P011,33
2026-06-09,S003,P012,49
2026-06-09,S003,P017,21
2026-06-09,S003,P013,73
2026-06-09,S003,P018,55
2026-06-09,S003,P020,33
2026-06-09,S003,P021,75
2026-06-09,S003,P022,81
2026-06-09,S003,P019,35
2026-06-09,S003,P023,84
2026-06-09,S003,P024,45
2026-06-09,S003,P025,86
2026-06-09,S003,P026,42
2026-06-09,S003,P027,35
2026-06-09,S003,P028,43
2026-06-09,S003,P029,53
2026-06-09,S003,P030,68
2026-06-09,S003,P031,83
2026-06-09,S003,P032,45
2026-06-10,S001,P001,63
2026-06-10,S001,P002,37
2026-06-10,S001,P003,17
2026-06-10,S001,P004,75
2026-06-10,S001,P014,42
2026-06-10,S001,P015,35
2026-06-10,S001,P005,65
2026-06-10,S001,P006,43
2026-06-10,S001,P007,100
2026-06-10,S001,P008,387
2026-06-10,S001,P016,36
2026-06-10,S001,P009,31
2026-06-10,S001,P010,41
2026-06-10,S001,P011,75
2026-06-10,S001,P012,86
2026-06-10,S001,P017,21
2026-06-10,S001,P013,32
2026-06-10,S001,P018,66
2026-06-10,S001,P020,59
2026-06-10,S001,P021,107
2026-06-10,S001,P022,77
2026-06-10,S001,P019,38
2026-06-10,S001,P023,51
2026-06-10,S001,P024,60
2026-06-10,S001,P025,88
2026-06-10,S001,P026,48
2026-06-10,S001,P027,26
2026-06-10,S001,P028,47
2026-06-10,S001,P029,53
2026-06-10,S001,P030,61
2026-06-10,S001,P031,57
2026-06-10,S001,P032,39
2026-06-10,S002,P001,43
2026-06-10,S002,P002,61
2026-06-10,S002,P003,58
2026-06-10,S002,P004,50
2026-06-10,S002,P014,74
2026-06-10,S002,P015,80
2026-06-10,S002,P005,36
2026-06-10,S002,P006,49
2026-06-10,S002,P007,104
2026-06-10,S002,P008,63
2026-06-10,S002,P016,43
2026-06-10,S002,P009,62
2026-06-10,S002,P010,85
2026-06-10,S002,P011,81
2026-06-10,S002,P012,69
2026-06-10,S002,P017,39
2026-06-10,S002,P013,54
2026-06-10,S002,P018,37
2026-06-10,S002,P020,21
2026-06-10,S002,P021,102
2026-06-10,S002,P022,93
2026-06-10,S002,P019,61
2026-06-10,S002,P023,34
2026-06-10,S002,P024,81
2026-06-10,S002,P025,43
2026-06-10,S002,P026,60
2026-06-10,S002,P027,44
2026-06-10,S002,P028,79
2026-06-10,S002,P029,77
2026-06-10,S002,P030,56
2026-06-10,S002,P031,50
2026-06-10,S002,P032,57
2026-06-10,S003,P001,39
2026-06-10,S003,P002,96
2026-06-10,S003,P003,60
